[30-40),Work-class, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
[50-60),Work-class, 164127, 8, 9, Never-married, Other-service, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 304779, 13, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 157043, 10, 7, Widowed, Handlers-cleaners, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 396538, 8, 9, Separated, Exec-managerial, Unmarried, White, Female, 0, 0, 29, United-States, 0
[40-50),Work-class, 510072, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 89326, 4, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 200471, 5, 11, Married-civ-spouse, Adm-clerical, Husband, White, Male, 4064, 0, 40, United-States, 0
[70-80),Work-class, 82815, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 3, United-States, 1
[20-30),Work-class, 117210, 8, 9, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 202206, 10, 7, Separated, Farming-fishing, Other-relative, White, Male, 0, 0, 40, Puerto-Rico, 0
[50-60),Work-class, 123429, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[40-50),Work-class, 353512, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 26683, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 204641, 7, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 225053, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
[10-20),Work-class, 263932, 8, 9, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, 0
[30-40),Work-class, 108247, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 369648, 6, 12, Married-civ-spouse, Craft-repair, Not-in-family, White, Male, 0, 0, 50, United-States, 1
[20-30),Work-class, 339324, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 96, United-States, 0
[50-60),Work-class, 317313, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, 1
[20-30),Work-class, 162919, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 186314, 7, 10, Separated, Prof-specialty, Own-child, White, Male, 0, 0, 54, United-States, 0
[30-40),Work-class, 254202, 8, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 50, United-States, 0
[30-40),Work-class, 108140, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[50-60),Work-class, 287317, 8, 9, Divorced, Machine-op-inspct, Unmarried, Black, Male, 0, 0, 32, United-States, 0
[70-80),Work-class, 81534, 8, 9, Widowed, Sales, Other-relative, Asian-Pac-Islander, Male, 0, 0, 35, United-States, 1
[30-40),Work-class, 35945, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[40-50),Work-class, 204928, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 208809, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 40, United-States, 1
[20-30),Work-class, 133625, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 71683, 12, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 49, United-States, 0
[50-60),Work-class, 570562, 8, 9, Widowed, Sales, Not-in-family, White, Male, 0, 0, 38, United-States, 0
[60-70),Work-class, 36876, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 55, United-States, 0
[30-40),Work-class, 253006, 7, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 7688, 0, 38, United-States, 1
[30-40),Work-class, 50096, 7, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 80, United-States, 0
[30-40),Work-class, 336880, 7, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, 0
[60-70),Work-class, 168048, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 30, United-States, 0
[40-50),Work-class, 187969, 10, 7, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 38, United-States, 0
[20-30),Work-class, 117363, 4, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 256526, 8, 9, Separated, Machine-op-inspct, Not-in-family, White, Male, 4865, 0, 45, United-States, 0
[40-50),Work-class, 304416, 10, 7, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 248011, 5, 11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 5178, 0, 40, United-States, 1
[20-30),Work-class, 229826, 8, 9, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 159796, 7, 10, Never-married, Other-service, Own-child, White, Female, 0, 0, 12, United-States, 0
[40-50),Work-class, 165346, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 25386, 5, 11, Never-married, Other-service, Unmarried, Amer-Indian-Eskimo, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 491000, 5, 11, Divorced, Prof-specialty, Own-child, Black, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 247731, 8, 9, Divorced, Adm-clerical, Own-child, White, Female, 0, 0, 40, Cuba, 0
[40-50),Work-class, 180532, 5, 11, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 189462, 7, 10, Divorced, Handlers-cleaners, Own-child, White, Male, 2176, 0, 40, United-States, 0
[40-50),Work-class, 419134, 8, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 170166, 4, 13, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 173495, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 0
[10-20),Work-class, 423024, 9, 8, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 20, United-States, 0
[20-30),Work-class, 72119, 4, 13, Never-married, Adm-clerical, Own-child, White, Male, 2202, 0, 30, United-States, 0
[30-40),Work-class, 19302, 6, 12, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 56, England, 1
[20-30),Work-class, 257621, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 20, United-States, 0
[40-50),Work-class, 118212, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 99999, 0, 70, United-States, 1
[20-30),Work-class, 259840, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 115289, 6, 12, Married-civ-spouse, Tech-support, Husband, White, Male, 0, 0, 40, France, 1
[20-30),Work-class, 159662, 11, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 379798, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 227945, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 99999, 0, 65, United-States, 1
[40-50),Work-class, 36999, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 75, United-States, 1
[30-40),Work-class, 124052, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, 0
[50-60),Work-class, 273084, 3, 14, Married-civ-spouse, Exec-managerial, Husband, Black, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 170104, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1977, 50, United-States, 1
[40-50),Work-class, 96249, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, 1
[30-40),Work-class, 140915, 4, 13, Never-married, Sales, Own-child, Asian-Pac-Islander, Male, 0, 1590, 40, South, 0
[50-60),Work-class, 230657, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, Other, Male, 3781, 0, 40, Columbia, 0
[30-40),Work-class, 195576, 7, 10, Never-married, Prof-specialty, Own-child, White, Male, 3325, 0, 50, United-States, 0
[20-30),Work-class, 117767, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 112763, 8, 9, Never-married, Adm-clerical, Unmarried, White, Female, 8614, 0, 43, United-States, 1
[60-70),Work-class, 79827, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
[30-40),Work-class, 103925, 8, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, 0
[60-70),Work-class, 161744, 11, 6, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 16, United-States, 0
[40-50),Work-class, 106679, 3, 14, Never-married, Exec-managerial, Not-in-family, White, Male, 27828, 0, 50, United-States, 1
[40-50),Work-class, 196514, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 157605, 8, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 137367, 10, 7, Married-spouse-absent, Handlers-cleaners, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, India, 0
[40-50),Work-class, 110862, 6, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2377, 50, United-States, 0
[30-40),Work-class, 74883, 4, 13, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 40, Philippines, 0
[50-60),Work-class, 98642, 8, 9, Divorced, Exec-managerial, Not-in-family, White, Male, 14084, 0, 40, United-States, 1
[40-50),Work-class, 144778, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 177787, 4, 13, Never-married, Sales, Own-child, White, Female, 0, 0, 30, England, 0
[40-50),Work-class, 162108, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, 0
[20-30),Work-class, 217602, 8, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, 0
[30-40),Work-class, 473133, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 60, United-States, 0
[60-70),Work-class, 80896, 3, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 45, India, 1
[30-40),Work-class, 168387, 4, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 38950, 4, 13, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 107801, 5, 11, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 191277, 7, 10, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 205359, 6, 12, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, 0
[30-40),Work-class, 203357, 7, 10, Never-married, Adm-clerical, Other-relative, White, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 153064, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 202959, 5, 11, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 105150, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 45, United-States, 1
[10-20),Work-class, 238474, 10, 7, Never-married, Machine-op-inspct, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 1085515, 8, 9, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 30, United-States, 0
[20-30),Work-class, 82560, 6, 12, Never-married, Other-service, Own-child, White, Male, 0, 0, 43, United-States, 0
[70-80),Work-class, 55965, 13, 4, Widowed, Transport-moving, Not-in-family, White, Male, 0, 0, 10, United-States, 0
[20-30),Work-class, 161087, 8, 9, Married-civ-spouse, Prof-specialty, Wife, Black, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 261278, 5, 11, Never-married, Tech-support, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 182187, 5, 11, Married-civ-spouse, Protective-serv, Husband, Black, Male, 15024, 0, 38, Jamaica, 1
[10-20),Work-class, 138917, 10, 7, Never-married, Sales, Own-child, Black, Female, 0, 0, 10, United-States, 0
[40-50),Work-class, 200198, 8, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 205359, 8, 9, Married-spouse-absent, Other-service, Unmarried, White, Female, 0, 0, 25, United-States, 0
[50-60),Work-class, 250201, 8, 9, Widowed, Transport-moving, Unmarried, White, Male, 0, 0, 50, United-States, 0
[50-60),Work-class, 67153, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, Portugal, 1
[10-20),Work-class, 244523, 11, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 20, United-States, 0
[30-40),Work-class, 236599, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 0
[40-50),Work-class, 108713, 11, 6, Never-married, Sales, Own-child, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 177147, 8, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 129246, 11, 6, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 48, United-States, 0
[20-30),Work-class, 145111, 8, 9, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 62258, 10, 7, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 108293, 3, 14, Never-married, Prof-specialty, Other-relative, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 97789, 4, 13, Never-married, Sales, Own-child, White, Male, 0, 0, 50, United-States, 0
[30-40),Work-class, 111415, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 70, United-States, 0
[30-40),Work-class, 374524, 7, 10, Never-married, Transport-moving, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 287244, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, 0
[40-50),Work-class, 278039, 13, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 98360, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 1
[50-60),Work-class, 317032, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 1
[50-60),Work-class, 294395, 5, 11, Widowed, Prof-specialty, Unmarried, White, Female, 6849, 0, 40, United-States, 0
[40-50),Work-class, 240900, 8, 9, Divorced, Farming-fishing, Other-relative, White, Male, 0, 0, 20, United-States, 0
[40-50),Work-class, 32896, 14, 3, Never-married, Machine-op-inspct, Own-child, White, Female, 0, 0, 35, United-States, 0
[40-50),Work-class, 97411, 13, 4, Never-married, Machine-op-inspct, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 45, Laos, 0
[10-20),Work-class, 72355, 7, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 20, United-States, 0
[30-40),Work-class, 342448, 4, 13, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 45, United-States, 0
[40-50),Work-class, 187702, 7, 10, Never-married, Other-service, Not-in-family, White, Male, 2174, 0, 45, United-States, 0
[40-50),Work-class, 303388, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 65, United-States, 0
[10-20),Work-class, 112291, 10, 7, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 12, United-States, 0
[30-40),Work-class, 208668, 6, 12, Never-married, Prof-specialty, Not-in-family, Black, Female, 0, 0, 25, United-States, 0
[60-70),Work-class, 28375, 3, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 70, United-States, 0
[40-50),Work-class, 207277, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 40, United-States, 1
[50-60),Work-class, 47857, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 372500, 14, 3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 45, Mexico, 0
[20-30),Work-class, 190968, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 48, United-States, 0
[40-50),Work-class, 37997, 9, 8, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 84, United-States, 1
[40-50),Work-class, 257328, 8, 9, Widowed, Transport-moving, Unmarried, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 127610, 4, 13, Never-married, Prof-specialty, Own-child, White, Female, 0, 0, 15, United-States, 0
[40-50),Work-class, 164423, 8, 9, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 43, United-States, 0
[50-60),Work-class, 104501, 8, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1980, 40, United-States, 0
[30-40),Work-class, 56121, 8, 9, Never-married, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 296212, 4, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 157640, 8, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 55, United-States, 1
[40-50),Work-class, 222504, 7, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 45, United-States, 1
[30-40),Work-class, 261023, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 1651, 38, United-States, 0
[50-60),Work-class, 146567, 8, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 14344, 0, 40, United-States, 1
[30-40),Work-class, 116910, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, 0
[30-40),Work-class, 132601, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 185537, 7, 10, Divorced, Sales, Not-in-family, White, Female, 0, 0, 20, United-States, 0
[20-30),Work-class, 500720, 8, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, Mexico, 0
